Unnamed: 0,Stock Symbol,Price,Beta,Net,Weighted Net,Sector,Industry
303,BGR,6.88,1.50028,-0.07291666666666669,-0.47176670212143335,Financial Services,Asset Management
304,BDJ,7.34,1.087955,-0.020833333333333315,-0.1813937452134592,Financial Services,Asset Management
305,EGF,13.26,0.080112,-0.14583333333333331,-0.23586668158859914,Financial Services,Asset Management
306,FRA,11.1,0.670588,-0.046875,-0.22026781483493155,Financial Services,Asset Management
307,BFO,14.7531,0.024649,-0.13541666666666669,-0.25418153685209105,Financial Services,Asset Management
308,BGT,10.95,0.660504,-0.015625,-0.21711630331264758,Financial Services,Asset Management
309,BOE,9.53,0.97703,-0.03125,-0.1422383421197899,Financial Services,Asset Management
310,BME,43.48,0.884033,-0.010416666666666685,0.0160048320660467,Financial Services,Asset Management
311,BMEZ,21.94,0.0,,,,
312,BAF,14.15,-0.007282,-0.078125,-0.13096368514147352,Financial Services,Asset Management
313,BKT,6.19,0.167507,-0.10416666666666669,-0.1288129323481341,Financial Services,Asset Management
314,BGY,5.3,0.919887,-0.052083333333333315,-0.10135359389513675,Financial Services,Asset Management
315,BKN,16.21,0.107563,-0.046875,-0.008822534739217631,Financial Services,Asset Management
316,BTA,12.35,0.30028,-0.078125,-0.06445126715014791,Financial Services,Asset Management
317,BZM,13.9159,0.255462,-0.005208333333333315,-0.12282987398980244,Financial Services,Asset Management
318,MHE,13.28,0.285714,-0.09895833333333331,-0.062490168473115636,Financial Services,Asset Management
319,BIT,14.81,0.0,-0.0625,-0.15289986139484266,Financial Services,Asset Management
320,MUI,13.97,0.195518,-0.08854166666666669,-0.1493536357804577,Financial Services,Asset Management
321,MUA,14.06,0.242577,-0.09895833333333331,-0.11836277811575543,Financial Services,Asset Management
322,BKK,15.02,0.059383,-0.15104166666666669,-0.27787489208291555,Financial Services,Asset Management
323,BBK,15.845,0.166386,-0.041666666666666685,-0.04717332991889345,Financial Services,Asset Management
324,BBF,13.06,0.254901,-0.015625,-0.12238262643159727,Financial Services,Asset Management
325,BYM,14.16,0.180952,0.0,-0.10721599686972831,Financial Services,Asset Management
326,BFK,14.15,0.165266,0.005208333333333315,-0.06522033747331848,Financial Services,Asset Management
327,BLE,15.73,0.263305,-0.057291666666666685,1.696393928883079e-05,Financial Services,Asset Management
328,BTT,24.15,0.154061,-0.09895833333333331,-0.09460061966943614,Financial Services,Asset Management
329,MEN,11.2,0.121568,-0.08333333333333331,-0.09494930514517408,Financial Services,Asset Management
330,MUC,14.18,0.1507,-0.0625,-0.09772061665138576,Financial Services,Asset Management
331,MUH,14.69,0.265546,-0.057291666666666685,-0.08668240054978812,Financial Services,Asset Management
332,MHD,15.43,0.141176,-0.0625,-0.16078143693226477,Financial Services,Asset Management
333,MFL,13.33,0.038095,-0.036458333333333315,-0.1762376879046826,Financial Services,Asset Management
334,MUJ,13.82,0.130532,-0.10416666666666669,-0.1362461390085007,Financial Services,Asset Management
335,MHN,13.45,0.177591,-0.08333333333333331,-0.11776355477167523,Financial Services,Asset Management
336,MUE,12.78,0.198319,-0.06770833333333331,-0.12124719130486453,Financial Services,Asset Management
337,MUS,12.62,0.167507,-0.041666666666666685,-0.12029653333970941,Financial Services,Asset Management
338,MVT,13.86,0.234173,-0.06770833333333331,-0.14425480593802448,Financial Services,Asset Management
339,MYC,14.05,0.160224,-0.07291666666666669,-0.14848521299018222,Financial Services,Asset Management
340,MCA,14.13,0.087955,-0.052083333333333315,-0.1326471093759918,Financial Services,Asset Management
341,MYD,13.99,0.354061,-0.03125,-0.10329402936522426,Financial Services,Asset Management
342,MYF,13.735,0.264985,-0.036458333333333315,-0.1210587590742319,Financial Services,Asset Management
343,MFT,13.55,-0.084593,-0.08854166666666669,-0.11014134343828039,Financial Services,Asset Management
344,MIY,13.83,0.123809,-0.052083333333333315,-0.12398563069663023,Financial Services,Asset Management
345,MYJ,13.91,0.231932,-0.08333333333333331,-0.15107603007464337,Financial Services,Asset Management
346,MYN,12.8,0.12717,-0.046875,-0.1347775139742947,Financial Services,Asset Management
347,MPA,13.77,0.154061,-0.08854166666666669,-0.14362077998375683,Financial Services,Asset Management
348,MQT,13.06,0.143417,-0.046875,-0.08949640342459603,Financial Services,Asset Management
349,MYI,13.44,0.090196,-0.057291666666666685,-0.1296427174939707,Financial Services,Asset Management
350,MQY,15.74,0.141176,-0.026041666666666685,-0.036067237546425615,Financial Services,Asset Management
351,BNY,13.84,0.116526,-0.052083333333333315,-0.10861934368515189,Financial Services,Asset Management
352,BQH,15.785,0.222408,-0.052083333333333315,-0.026138209433965325,Financial Services,Asset Management
353,BSE,13.48,0.161904,-0.09375,-0.14203689107333511,Financial Services,Asset Management
354,BFY,14.07,0.187114,-0.015625,-0.09632149657356229,Financial Services,Asset Management
355,BCX,6.13,0.0,-0.08854166666666669,-0.22802810224519163,Financial Services,Asset Management
356,BST,40.44,0.0,0.078125,0.2830045107120043,Financial Services,Asset Management
357,BSTZ,24.52,0.0,,,,
358,BSD,13.71,0.194397,-0.06770833333333331,-0.07012732582438799,Financial Services,Asset Management
359,BUI,20.58,0.0,0.026041666666666685,-0.05029709236095935,Financial Services,Asset Management
360,BHV,15.365,0.011764,-0.046875,-0.22076179632671716,Financial Services,Asset Management
361,BLK,554.08,1.284033,-0.03125,0.18378872729728027,Financial Services,Asset Management
362,BGB,11.2,0.0,-0.020833333333333315,-0.2789207084119522,Financial Services,Asset Management
363,BGX,11.98,0.0,-0.0625,-0.35310245847923816,Financial Services,Asset Management
364,BSL,12.72,0.728291,-0.109375,-0.30616482415589336,Financial Services,Asset Management
365,BE,13.72,0.0,-0.041666666666666685,1.0002744668726065,Industrials,Electrical Equipment & Parts
366,APRN,12.43,-4.675107,-0.15104166666666669,1.294059495487898,Consumer Cyclical,Internet Retail
367,BXG,5.2,1.564697,-0.078125,-0.6712565525788626,Consumer Cyclical,Resorts & Casinos
368,BXC,8.74,1.940056,0.036458333333333315,-0.5463855329948422,Industrials,Building Products & Equipment
369,DCF,7.82,0.0,-0.026041666666666685,-0.08461824598142516,,
370,DHF,2.56,0.844257,-0.03125,-0.1718679356952778,Financial Services,Asset Management
371,DMB,13.38,0.321568,-0.026041666666666685,-0.09055631278538481,Financial Services,Asset Management
372,DSM,7.51,0.20112,-0.057291666666666685,-0.14178316887118303,Financial Services,Asset Management
373,LEO,8.21,0.281232,-0.020833333333333315,-0.07143914330128495,Financial Services,Asset Management
374,BA,178.44,1.473389,-0.13020833333333331,-0.5214165674034399,Industrials,Aerospace & Defense
375,BCC,38.64,2.254341,0.015625,0.409366827097812,Basic Materials,Lumber & Wood Production
376,BCEI,15.25,2.155182,-0.041666666666666685,-0.1916742514423794,Energy,Oil & Gas E&P
377,BOOT,20.03,2.991036,0.03125,0.29207672387623035,Consumer Cyclical,Apparel Retail
378,BAH,75.31,0.807282,0.036458333333333315,0.28193530405817085,Industrials,Consulting Services
379,BWA,35.51,1.744537,-0.08333333333333331,-0.12738552868392208,Consumer Cyclical,Auto Parts
380,BORR,1.04,3.891176,,,Energy,Oil & Gas Drilling
381,SAM,603.67,0.812324,0.036458333333333315,0.7507930404083963,Consumer Defensive,Beverages—Brewers
382,BXP,87.39,1.052661,-0.036458333333333315,-0.39422318489368435,Real Estate,REIT—Office
383,BSX,34.68,0.923809,-0.046875,-0.2390701833439475,Healthcare,Medical Devices
384,BOX,20.57,1.414055,-0.020833333333333315,0.06811064684360524,Technology,Software—Infrastructure
385,BYD,18.39,2.345658,-0.041666666666666685,0.0011899184654433365,Consumer Cyclical,Resorts & Casinos
386,BPMP,10.48,1.215437,-0.026041666666666685,-0.3796569832912036,Energy,Oil & Gas Midstream
387,BP,22.46,0.555813,-0.140625,-0.5878365713244617,Energy,Oil & Gas Integrated
388,BPT,2.99,-0.019607,-0.109375,-1.691205522493391,Energy,Oil & Gas Refining & Marketing
389,BRC,44.94,0.764145,-0.09895833333333331,-0.1428006679098117,Industrials,Security & Protection Services
390,BHR,2.42,2.736134,-0.08854166666666669,-0.5101810275547944,Real Estate,REIT—Hotel & Motel
391,BDN,10.45,1.028571,-0.036458333333333315,-0.2699130868441114,Real Estate,REIT—Office
392,BWG,12.18,0.0,0.010416666666666685,-0.020899272125304298,Financial Services,Asset Management
393,LND,4.11,0.420708,-0.015625,-0.08113903916324025,Consumer Defensive,Farm Products
394,BAK,8.87,0.811393,,,Basic Materials,Chemicals
395,BRFS,3.88,0.928406,-0.052083333333333315,-0.43961924863051605,Consumer Defensive,Packaged Foods
396,BGG,1.15,1.581512,-0.16145833333333331,-2.055408889966577,Industrials,Specialty Industrial Machinery
397,MNRL,11.51,0.0,,,Energy,Oil & Gas E&P
398,BFAM,110.12,0.790476,0.0625,-0.148048661906094,Consumer Cyclical,Personal Services
399,BEDU,8.2,1.024691,-0.06770833333333331,-0.16412542487557935,Consumer Defensive,Education & Training Services
400,BSA,24.185,0.0,-0.036458333333333315,0.1791510940466756,Other,Other
401,BSIG,12.74,1.765266,-0.020833333333333315,0.226237470347107,Financial Services,Asset Management
402,BV,10.75,1.525101,0.08854166666666669,0.006257456672151227,Industrials,Specialty Business Services
403,EAT,22.82,2.22577,-0.07291666666666669,-0.2845207623802367,Consumer Cyclical,Restaurants
404,BCO,40.83,1.238095,-0.036458333333333315,-0.5653021988718034,Industrials,Security & Protection Services
405,BMY,57.43,0.712605,-0.005208333333333315,-0.10544804657202886,Healthcare,Drug Manufacturers—General
406,BMY~,0.0,0.0,,,Other,Other
407,VTOL,13.24,0.0,,,,
408,BTI,37.23,0.664534,-0.03125,0.02107429934130933,Consumer Defensive,Tobacco
409,BRX,12.11,1.420168,0.020833333333333315,-0.14904787336273112,Real Estate,REIT—Retail
410,BRMK,8.95,0.0,,,Real Estate,REIT—Mortgage
411,BR,126.06,0.884593,0.020833333333333315,0.04440330806985457,Technology,Information Technology Services
412,BKD,2.64,1.72549,-0.046875,-0.6926196152680896,Healthcare,Medical Care Facilities
413,BAM,32.83,1.131254,-0.005208333333333315,0.0792013303129798,Financial Services,Asset Management
414,BBU,30.47,1.68829,-0.046875,-0.11330210230958139,Industrials,Conglomerates
415,BIPC,43.39,0.0,,,Financial Services,Asset Management
416,BIP,40.12,0.927731,0.036458333333333315,0.15581669338678406,Utilities,Utilities—Diversified
417,RA,16.9,0.0,-0.09895833333333331,-0.15627346417898602,Financial Services,Asset Management
418,BEP,48.85,0.681653,0.06770833333333331,0.5140813039211459,Utilities,Utilities—Renewable
419,BRO,41.42,0.683473,0.06770833333333331,0.17270960226160903,Financial Services,Insurance Brokers
420,BRT,10.38,0.626086,0.046875,-0.06317213480246744,Real Estate,REIT—Residential
421,BC,64.27,2.129971,0.026041666666666685,0.2776746189467075,Consumer Cyclical,Leisure
422,BKE,16.21,1.167507,-0.010416666666666685,-0.09834640016833918,Consumer Cyclical,Apparel Retail
423,BVN,9.36,0.936694,-0.020833333333333315,-0.6168380291776552,Basic Materials,Other Precious Metals & Mining
424,BBW,2.06,1.963025,-0.11979166666666669,-0.4471213359438881,Consumer Cyclical,Specialty Retail
425,BG,39.89,0.816806,-0.11979166666666669,-0.4328452561169786,Consumer Defensive,Farm Products
426,BURL,178.48,0.711484,-0.03125,-0.02847110612978311,Consumer Cyclical,Apparel Retail
427,BWXT,52.1,0.961904,0.03125,0.0932351155973745,Industrials,Aerospace & Defense
428,BY,11.66,1.560944,-0.09895833333333331,-0.4756855631987589,Financial Services,Banks—Regional
429,CABO,1770.18,0.439215,0.057291666666666685,0.5538797225441876,Communication Services,Telecom Services
430,CBT,36.55,1.755742,-0.026041666666666685,-0.22991356649369585,Basic Materials,Specialty Chemicals
431,COG,17.6,0.208403,-0.041666666666666685,-0.38968258890378776,Energy,Oil & Gas E&P
432,CACI,199.56,1.239215,-0.010416666666666685,0.1055471626565105,Technology,Information Technology Services
433,WHD,19.58,2.493566,-0.0625,-0.23386581729501063,Energy,Oil & Gas Equipment & Services
434,CADE,7.98,2.022644,0.0,-0.5553669307879976,Financial Services,Banks—Regional
435,CAE,15.37,1.963741,-0.041666666666666685,-0.24344235277941007,Industrials,Aerospace & Defense
436,CAI,16.38,1.898039,-0.020833333333333315,-0.3708620671153987,Industrials,Rental & Leasing Services
437,CAL,7.19,2.112044,-0.14583333333333331,-0.8993923264616303,Consumer Cyclical,Footwear & Accessories
438,CRC,1.17,5.694677,-0.09895833333333331,-1.3855676641824546,Energy,Oil & Gas E&P
439,CWT,47.99,0.00112,-0.036458333333333315,-0.17034036450840018,Utilities,Utilities—Regulated Water
440,CALX,14.55,1.484033,0.020833333333333315,0.3395943567821828,Technology,Software—Application
441,ELY,17.03,1.969187,-0.005208333333333315,0.14480394312478262,Consumer Cyclical,Leisure
442,CPE,1.16,2.867787,-0.10416666666666669,-0.4156651927021281,Energy,Oil & Gas E&P
443,CPT,89.37,0.796638,0.005208333333333315,-0.1560377819001148,Real Estate,REIT—Residential
444,CCJ,10.85,0.633067,-0.07291666666666669,-0.23679023265282648,Energy,Uranium
445,CPB,50.28,0.402801,0.020833333333333315,0.2141210928808082,Consumer Defensive,Packaged Foods
446,CWH,30.23,4.097172,-0.041666666666666685,1.3495457091683085,Consumer Cyclical,Recreational Vehicles
447,GOOS,22.6,1.952329,0.020833333333333315,-0.6701280811071568,Consumer Cyclical,Apparel Manufacturing
448,CM,67.36,0.958665,-0.041666666666666685,-0.21331587298002166,Financial Services,Banks—Diversified
449,CNI,89.61,0.622915,-0.041666666666666685,-0.035955921251336814,Industrials,Railroads
450,CNQ,16.88,2.102973,-0.08854166666666669,-0.2525804959132167,Energy,Oil & Gas E&P
451,CP,257.99,0.80058,0.026041666666666685,0.1685594292349075,Industrials,Railroads
452,CANG,5.34,0.0,-0.06770833333333331,-0.35938594971469356,Communication Services,Internet Content & Information
453,CNNE,40.38,0.769633,0.09375,0.701052661074423,Consumer Cyclical,Restaurants
454,CAJ,19.04,0.735465,-0.11458333333333331,-0.5946610419248455,Technology,Computer Hardware
455,CGC,17.42,2.419144,-0.14583333333333331,-0.3367424146703507,Healthcare,Drug Manufacturers—Specialty & Generic
456,CMD,45.1,1.257703,-0.052083333333333315,-0.4448880196406687,Healthcare,Medical Instruments & Supplies
457,COF,60.8,1.746778,-0.046875,-0.2655448871102664,Financial Services,Credit Services
458,CSU,0.6141,1.930532,-0.109375,-1.517680343041305,Healthcare,Medical Care Facilities
459,BXMT,21.71,1.281792,-0.015625,-0.32203996169458377,Real Estate,REIT—Mortgage
460,CPRI,15.35,1.873389,-0.14583333333333331,-0.6980489224869504,Consumer Cyclical,Apparel Manufacturing
461,CMO,5.33,1.338375,0.03125,-0.13220942894247062,Real Estate,REIT—Mortgage
462,CAH,49.36,0.996078,0.010416666666666685,-0.05029114683396567,Healthcare,Medical Distribution
463,CSL,113.69,0.82633,-0.005208333333333315,-0.06676218586806351,Industrials,Building Products & Equipment
464,KMX,88.19,1.704201,0.078125,0.1904237347154286,Consumer Cyclical,Auto & Truck Dealerships
465,CCL,16.16,1.966946,-0.015625,-0.7969804244222575,Consumer Cyclical,Travel Services
466,CUK,13.06,1.966946,-0.020833333333333315,-0.9944335399667343,Consumer Cyclical,Leisure
467,CRS,22.59,2.188795,-0.06770833333333331,-0.42525675627932136,Industrials,Metal Fabrication
468,CSV,17.57,0.82689,-0.041666666666666685,0.022708455643078093,Consumer Cyclical,Personal Services
469,CARR,24.89,0.0,,,Industrials,Building Products & Equipment
470,CARS,5.84,2.013227,-0.10416666666666669,-1.0090480118555454,Consumer Cyclical,Auto & Truck Dealerships
471,CRI,82.5,1.272268,-0.026041666666666685,-0.13169496307439804,Consumer Cyclical,Apparel Retail
472,CVNA,137.46,2.376811,0.057291666666666685,1.7461582564928277,Consumer Cyclical,Internet Retail
473,CSPR,8.17,0.0,,,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
474,CSLT,0.84,1.504761,-0.078125,-0.7017929639741405,Healthcare,Health Information Services
475,CTLT,78.01,1.62745,0.10416666666666669,0.7392010311876626,Healthcare,Drug Manufacturers—Specialty & Generic
476,CTT           ,0.0,0.0,-0.06770833333333331,0.25282196583980077,Other,Other
477,CAT,128.01,1.079551,-0.078125,-0.15998659820446998,Industrials,Farm & Heavy Construction Machinery
478,CATO,7.6,0.682913,-0.057291666666666685,-0.6429065595916624,Consumer Cyclical,Apparel Retail
479,CBZ,22.88,0.614005,-0.005208333333333315,-0.07632724767675134,Industrials,Specialty Business Services
480,CBL,0.255,2.671148,-0.08333333333333331,-1.1000037240167775,Real Estate,REIT—Retail
481,CBO,0.0,0.0,-0.17708333333333331,6.689937070999413,Other,Other
482,IGR,5.87,1.057142,-0.020833333333333315,-0.12962200885297975,Financial Services,Asset Management
483,CBRE,44.2,1.730532,0.010416666666666685,-0.04842245776593775,Real Estate,Real Estate Services
484,CBX,0.0,0.0,-0.16666666666666669,0.04771159571011225,Other,Other
485,PCPL,10.2,0.0,,,Financial Services,Shell Companies
486,FUN,27.75,1.878991,-0.140625,-0.3633619086309387,Consumer Cyclical,Leisure
487,CDR,0.97,1.505882,-0.13020833333333331,-0.7297068085660832,Real Estate,REIT—Retail
488,CE,86.45,1.356302,-0.041666666666666685,-0.1758426508371761,Basic Materials,Chemicals
489,CLS,6.79,2.445975,0.026041666666666685,-0.31937075870857484,Technology,Electronic Components
490,CELG~,0.0,0.0,,,Other,Other
491,CEL,3.8,0.400692,-0.11458333333333331,-0.43210982739510756,Communication Services,Telecom Services
492,CPAC,8.05,0.741724,-0.057291666666666685,-0.3103817614571605,Basic Materials,Building Materials
493,CX,2.64,1.102386,-0.08854166666666669,-0.6410954539001135,Basic Materials,Building Materials
494,CVE,4.42,3.477157,-0.052083333333333315,-0.1905267402947094,Energy,Oil & Gas Integrated
495,CNC,62.84,0.724929,-0.026041666666666685,-0.06611508776178802,Healthcare,Healthcare Plans
496,CEN,8.39,0.0,-0.109375,-1.1730603097443788,Financial Services,Asset Management
