Unnamed: 0,Stock Symbol,Price,Beta,Net,Weighted Net,Sector,Industry
1401,LL,14.07,2.410644,0.07291666666666669,0.5855371517639522,Consumer Cyclical,Home Improvement Retail
1402,LXFR,13.0,0.81216,-0.109375,-0.38007254084428455,Industrials,Specialty Industrial Machinery
1403,LDL,13.91,2.940056,-0.057291666666666685,-0.16771033559020132,Industrials,Specialty Industrial Machinery
1404,LYB,65.04,1.582072,-0.109375,-0.03637810431393529,Basic Materials,Specialty Chemicals
1405,MTB,100.37,1.22689,-0.041666666666666685,-0.4767689207706449,Financial Services,Banks—Regional
1406,MDC,37.19,1.540616,0.046875,0.3000014999762036,Consumer Cyclical,Residential Construction
1407,MHO,33.39,2.114285,0.0,0.6176511701871769,Consumer Cyclical,Residential Construction
1408,MAC,8.46,1.819607,-0.11979166666666669,-1.381561635208543,Real Estate,REIT—Retail
1409,CLI,14.48,1.161904,-0.057291666666666685,-0.4132143348831661,Real Estate,REIT—Office
1410,MFD,7.84,1.078431,0.0,-0.2218596382272322,Financial Services,Asset Management
1411,MGU,17.74,1.262184,0.005208333333333315,-0.1312076653139057,Financial Services,Asset Management
1412,MIC,30.24,1.537815,-0.041666666666666685,-0.05096696369252638,Industrials,Airports & Air Services
1413,BMA,21.47,1.690146,0.010416666666666685,-0.3268569683109729,Financial Services,Banks—Regional
1414,M,6.77,1.604481,-0.08333333333333331,-1.2866836261319312,Consumer Cyclical,Department Stores
1415,MCN,5.68,0.929971,-0.125,-0.1660008870474841,Financial Services,Asset Management
1416,MSGE,71.26,0.0,,,Communication Services,Entertainment
1417,MSGS,151.56,0.571024,-0.036458333333333315,-0.45684039455056064,Communication Services,Entertainment
1418,MMP,41.02,1.057142,-0.078125,-0.41337053824614634,Energy,Oil & Gas Midstream
1419,MGA,45.85,1.622189,-0.07291666666666669,-0.11407941889232136,Consumer Cyclical,Auto Parts
1420,MX,10.27,1.098039,-0.109375,0.45816900027155033,Technology,Semiconductors
1421,MGY,6.35,2.570815,-0.125,-0.5573295064902807,Energy,Oil & Gas E&P
1422,MHLA,0.0,0.0,-0.026041666666666685,-0.05479962771822057,Other,Other
1423,MHNC,0.0,0.0,-0.010416666666666685,-0.15576652952475797,Other,Other
1424,MAIN,29.26,1.52661,-0.03125,-0.15143394454517167,Financial Services,Asset Management
1425,MMD,20.97,0.208403,-0.09375,-0.14649969821058956,Financial Services,Asset Management
1426,MNK,2.53,3.418487,-0.06770833333333331,-0.6478342797687922,Healthcare,Drug Manufacturers—Specialty & Generic
1427,MANU,15.02,0.836414,-0.14583333333333331,-0.44467279000977566,Consumer Cyclical,Leisure
1428,MTW,10.17,1.5507,-0.03125,-0.3879395518639006,Industrials,Farm & Heavy Construction Machinery
1429,MN,2.75,2.938375,-0.026041666666666685,0.7257147031792405,Financial Services,Asset Management
1430,MAN,67.41,2.016246,-0.015625,-0.09989751212455864,Industrials,Staffing & Employment Services
1431,MFC,13.49,1.183466,-0.010416666666666685,-0.12214935561816492,Financial Services,Insurance—Life
1432,MRO,5.35,3.403921,-0.08333333333333331,-0.8319216670107271,Energy,Oil & Gas E&P
1433,MPC,36.2,2.229131,-0.078125,-0.41415991830011767,Energy,Oil & Gas Refining & Marketing
1434,MMI,27.64,1.111484,-0.08333333333333331,-0.3570927520997928,Real Estate,Real Estate Services
1435,MCS,14.98,1.261064,-0.06770833333333331,-0.8680402250232002,Communication Services,Entertainment
1436,MPX,13.57,1.182072,-0.041666666666666685,-0.13736382481111598,Consumer Cyclical,Recreational Vehicles
1437,HZO,23.58,1.85042,0.057291666666666685,0.27030868853821566,Consumer Cyclical,Specialty Retail
1438,MKL,913.92,0.65154,-0.08333333333333331,-0.3276612527894479,Financial Services,Insurance—Property & Casualty
1439,VAC,85.52,2.448179,0.036458333333333315,0.30135362419458384,Consumer Cyclical,Resorts & Casinos
1440,MMC,109.46,0.872829,0.010416666666666685,0.08975425122155462,Financial Services,Insurance Brokers
1441,MLM,210.15,0.907002,0.057291666666666685,0.03930362400736604,Basic Materials,Building Materials
1442,MAS,49.8,1.473389,-0.026041666666666685,0.33380865785109715,Industrials,Building Products & Equipment
1443,DOOR,82.17,1.749579,0.005208333333333315,0.5496766545297018,Industrials,Building Products & Equipment
1444,MTZ,38.07,1.45154,-0.005208333333333315,-0.14065650414405295,Industrials,Engineering & Construction
1445,MA,295.68,1.071708,0.09895833333333331,0.2498868116790996,Financial Services,Credit Services
1446,MTDR,7.72,4.740616,-0.046875,0.14855393211551288,Energy,Oil & Gas E&P
1447,MTRN,58.37,1.482352,-0.026041666666666685,0.15473932554370598,Basic Materials,Other Industrial Metals & Mining
1448,MATX,36.49,1.118767,-0.08333333333333331,0.04842201496191523,Industrials,Marine Shipping
1449,MLP,10.32,0.553501,-0.08333333333333331,-0.09633961871596919,Real Estate,Real Estate—Development
1450,MAXR,15.99,1.154621,-0.026041666666666685,0.8089704497087215,Technology,Communication Equipment
1451,MMS,71.51,0.928851,-0.057291666666666685,-0.1214702980200375,Industrials,Specialty Business Services
1452,MXL,25.06,1.870588,0.041666666666666685,0.35440931785653634,Technology,Semiconductors
1453,MEC,7.26,0.0,,,Industrials,Metal Fabrication
1454,MBI,7.19,0.933893,-0.11458333333333331,-0.3581526264383488,Financial Services,Insurance—Specialty
1455,MKC,185.91,0.361904,0.026041666666666685,0.06806409184843404,Consumer Defensive,Packaged Foods
1456,MCD,184.88,0.661064,-0.041666666666666685,-0.16474936339429452,Consumer Cyclical,Restaurants
1457,MUX,1.08,0.660504,-0.052083333333333315,-0.47365785726229115,Basic Materials,Other Precious Metals & Mining
1458,MCK,143.02,0.835294,0.03125,0.07166401304594078,Healthcare,Medical Distribution
1459,MDU,21.1,0.794397,-0.057291666666666685,-0.24603179126608435,Basic Materials,Building Materials
1460,MTL,1.77,1.072829,-0.041666666666666685,-0.11596779852302065,Basic Materials,Steel
1461,MDLA,30.05,0.0,,,Technology,Software—Application
1462,MPW,17.73,0.664985,0.03125,0.014162337322343253,Real Estate,REIT—Healthcare Facilities
1463,MED,152.85,1.282913,0.078125,0.1877098450270694,Consumer Cyclical,Personal Services
1464,MCC,0.6875,1.870588,-0.16666666666666669,-0.7745532227656042,Financial Services,Asset Management
1465,MCV,0.0,0.0,-0.08854166666666669,-0.2290231803285966,Other,Other
1466,MCX,0.0,0.0,-0.09375,-0.13194883053631504,Other,Other
1467,MDLQ,0.0,0.0,-0.13020833333333331,-0.03652500032218316,Other,Other
1468,MDLX,0.0,0.0,-0.13020833333333331,-0.23558888367649464,Other,Other
1469,MDLY,0.69,1.533893,-0.11458333333333331,0.0531952001154825,Financial Services,Asset Management
1470,MD,17.65,1.449299,-0.08333333333333331,-0.6330489958886016,Healthcare,Medical Care Facilities
1471,MDT,90.81,0.67563,0.005208333333333315,-0.2120123009275181,Healthcare,Medical Devices
1472,MFAC,11.255,0.0,-0.08333333333333331,-0.15961244798509083,Financial Services,Shell Companies
1473,MRK,76.73,0.489635,-0.005208333333333315,-0.21944556770718804,Healthcare,Drug Manufacturers—General
1474,MCY,40.14,0.365266,-0.036458333333333315,-0.3941052157906497,Financial Services,Insurance—Property & Casualty
1475,MDP,13.58,1.709803,-0.11458333333333331,-1.237755916552727,Communication Services,Publishing
1476,MTH,79.39,1.75014,0.07291666666666669,0.7592152948428763,Consumer Cyclical,Residential Construction
1477,MTOR,18.75,2.4521,-0.07291666666666669,0.02268169710145994,Consumer Cyclical,Auto Parts
1478,MTR,4.7,1.268347,-0.09375,-0.5137183638897542,Energy,Oil & Gas E&P
1479,MSB,17.26,0.863305,-0.036458333333333315,-0.18630080705278804,Basic Materials,Steel
1480,MEI,28.05,1.279551,-0.0625,0.03997339052819784,Technology,Electronic Components
1481,MET,36.94,1.35126,-0.09375,-0.19999225695984668,Financial Services,Insurance—Life
1482,MCB,29.44,1.409498,-0.03125,-0.04612643238461892,Financial Services,Banks—Regional
1483,MTD,819.2,1.077871,0.015625,0.14067281858151384,Healthcare,Diagnostics & Research
1484,MXE,7.76,1.0521,-0.078125,-0.49444301979766475,Financial Services,Asset Management
1485,MXF,9.8,1.00168,-0.13020833333333331,-0.43063407216118377,Financial Services,Asset Management
1486,MFA,2.48,1.536694,-0.010416666666666685,1.5474788838276705,Real Estate,REIT—Mortgage
1487,MFO,0.0,0.0,-0.015625,0.8811166023961468,Other,Other
1488,MCR,8.11,0.444817,-0.041666666666666685,-0.053681566945171684,Financial Services,Asset Management
1489,MGF,4.73,0.02633,-0.171875,-0.1512231167894162,Financial Services,Asset Management
1490,MIN,3.8,0.128851,-0.09895833333333331,-0.1433888833861507,Financial Services,Asset Management
1491,MMT,5.62,0.631372,-0.036458333333333315,-0.04948770673507354,Financial Services,Asset Management
1492,MFM,6.49,0.22633,-0.07291666666666669,-0.15836331657280786,Financial Services,Asset Management
1493,MFV,5.45,0.816246,0.005208333333333315,0.0779258653953769,Financial Services,Asset Management
1494,MTG,7.5,1.849299,0.03125,-0.28337710938979,Financial Services,Insurance—Specialty
1495,MGP,26.19,0.763293,0.0,-0.01765744410078506,Real Estate,REIT—Diversified
1496,MGM,16.2,2.194957,-0.026041666666666685,-0.2873313605659785,Consumer Cyclical,Resorts & Casinos
1497,MFGP,4.28,1.71686,0.036458333333333315,-0.7991207110700822,Technology,Software—Infrastructure
1498,MAA,113.6,0.6521,-0.015625,0.0023146699340855503,Real Estate,REIT—Residential
1499,AMPY,1.24,0.0,-0.11458333333333331,-0.7348872770893109,Energy,Oil & Gas E&P
1500,MLR,28.43,0.889075,-0.09895833333333331,-0.13064382843580466,Consumer Cyclical,Auto Parts
1501,HIE,6.15,0.0,0.0,-0.4075983498113208,Financial Services,Asset Management
1502,MTX,45.11,1.808403,-0.0625,-0.23882628994784713,Basic Materials,Chemicals
1503,MG,3.48,1.781512,-0.11979166666666669,-1.2990029629742552,Industrials,Security & Protection Services
1504,MUFG,3.9,1.319186,-0.125,-0.44000521047125224,Financial Services,Banks—Diversified
1505,MIXT,8.66,0.239799,-0.19791666666666669,-0.7384822221173053,Technology,Software—Application
1506,MFG,2.47,0.992441,-0.078125,-0.42168972779565433,Financial Services,Banks—Regional
1507,MBT,8.87,0.0,0.08854166666666669,0.23498371817406252,Communication Services,Telecom Services
1508,MODN,38.81,1.033053,0.046875,0.9365917715356211,Technology,Software—Application
1509,MOD,4.99,2.35182,-0.036458333333333315,-0.6108114463217795,Consumer Cyclical,Auto Parts
1510,MC,29.59,1.574789,0.015625,-0.22332196800008375,Financial Services,Capital Markets
1511,MOGU,4.2,0.0,-0.16145833333333331,-0.8250564267186635,Consumer Cyclical,Internet Retail
1512,MHK,70.47,1.549579,-0.08333333333333331,-0.5480623428041839,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1513,MOH,176.54,0.699159,0.052083333333333315,0.2740084716866641,Healthcare,Healthcare Plans
1514,TAP,34.66,0.860504,-0.0625,-0.6473547136025397,Consumer Defensive,Beverages—Brewers
1515,MNR,13.92,0.793277,0.0,0.013444142563199585,Real Estate,REIT—Industrial
1516,MR,3.94,3.857703,-0.1875,-1.0780876241685013,Energy,Oil & Gas E&P
1517,MCO,292.92,1.187675,0.11979166666666669,0.5608039771875979,Financial Services,Financial Data & Stock Exchanges
1518,MS,49.8,1.490196,-0.041666666666666685,0.1129199432602165,Financial Services,Capital Markets
1519,CAF,21.83,0.0,-0.0625,-0.05587613376517754,Financial Services,Asset Management
1520,MSD,8.39,0.561344,-0.015625,-0.17416261124997184,Financial Services,Asset Management
1521,EDD,5.7,0.0,-0.036458333333333315,-0.19244013040654975,Financial Services,Asset Management
1522,IIF,16.99,1.037535,-0.07291666666666669,-0.40744076325591916,Financial Services,Asset Management
1523,MOS,12.3,1.710924,-0.109375,-0.8586743560821481,Basic Materials,Agricultural Inputs
1524,MSI,128.42,0.658823,0.005208333333333315,-0.08167326755421901,Technology,Communication Equipment
1525,MOV,10.1,0.538935,-0.0625,-1.1132244262808995,Consumer Cyclical,Luxury Goods
1526,MPLX,17.48,1.977591,-0.09895833333333331,-0.4884209472680642,Energy,Oil & Gas Midstream
1527,MRC,5.33,2.335574,-0.09895833333333331,-0.5565088278240095,Energy,Oil & Gas Equipment & Services
1528,MSA,111.53,1.107563,-0.005208333333333315,0.0011670525133048101,Industrials,Security & Protection Services
1529,MSM,64.64,0.973669,-0.09895833333333331,-0.2971217411332093,Industrials,Industrial Distribution
1530,MSCI,370.95,0.938935,0.15104166666666669,0.7589457379031186,Financial Services,Financial Data & Stock Exchanges
1531,MSGN,9.98,0.55182,-0.07291666666666669,-1.0215337449681483,Communication Services,Entertainment
1532,MLI,25.98,1.169747,-0.10416666666666669,0.03207059503753364,Industrials,Metal Fabrication
1533,MWA,9.08,1.319327,0.036458333333333315,-0.14289244234281148,Industrials,Specialty Industrial Machinery
1534,MVF,8.69,0.295238,-0.057291666666666685,-0.1588175335553535,Financial Services,Asset Management
1535,MZA,14.4,0.27731,-0.09375,-0.046108942849204915,Financial Services,Asset Management
1536,MUR,12.98,3.287394,-0.026041666666666685,-0.3051987465816768,Energy,Oil & Gas E&P
1537,MUSA,114.7,1.008403,-0.041666666666666685,0.2069504664053087,Consumer Cyclical,Specialty Retail
1538,MVO,2.88,1.496358,-0.026041666666666685,-0.5435847208996295,Energy,Oil & Gas E&P
1539,MVC,6.05,1.707002,-0.057291666666666685,-0.3174100246023883,Financial Services,Asset Management
1540,MVCD,0.0,0.0,-0.125,0.041162687090665936,Other,Other
1541,MYE,14.04,1.52605,-0.057291666666666685,-0.026529093314005034,Consumer Cyclical,Packaging & Containers
1542,MYOV,18.01,2.593316,-0.109375,0.6262146960253785,Healthcare,Biotechnology
1543,NBR,29.87,3.223529,-0.078125,-0.061658207771713325,Energy,Oil & Gas Drilling
1544,NC,22.84,0.60056,-0.057291666666666685,-0.4929117471950651,Energy,Thermal Coal
1545,NTP,7.23,0.465546,-0.11458333333333331,-0.25587833412873234,Real Estate,Real Estate Services
1546,NTEST,0.0,0.0,,,Other,Other
1547,NBHC,25.27,1.155742,-0.052083333333333315,-0.3495777167810133,Financial Services,Banks—Regional
1548,NFG,40.12,0.649299,-0.11979166666666669,-0.4272965583756454,Energy,Oil & Gas Integrated
1549,NGG,55.27,0.13372,0.010416666666666685,-0.014638297785315453,Utilities,Utilities—Diversified
1550,NHI,56.24,0.859943,0.010416666666666685,-0.2590367156893955,Real Estate,REIT—Healthcare Facilities
1551,NOV,11.23,1.811204,-0.08333333333333331,-0.7696443664717637,Energy,Oil & Gas Equipment & Services
1552,NPK,84.48,0.695798,-0.010416666666666685,-0.44601957640735357,Industrials,Aerospace & Defense
1553,NNN,33.44,0.611764,0.005208333333333315,-0.43160292924140625,Real Estate,REIT—Retail
1554,NRUC,0.0,0.0,,,Other,Other
1555,SID,2.09,1.690146,-0.08854166666666669,0.12524896774560515,Basic Materials,Steel
1556,NSA,28.7,0.303081,0.020833333333333315,-0.05296574836407142,Real Estate,REIT—Industrial
1557,NTCO,15.73,0.0,,,Consumer Defensive,Household & Personal Products
1558,NGS,6.29,2.049299,-0.07291666666666669,-0.989049548747643,Energy,Oil & Gas Equipment & Services
1559,NGVC,13.28,1.15182,-0.125,-0.15583999946023025,Consumer Defensive,Grocery Stores
1560,NRP,11.33,0.45098,-0.125,-1.2745448884726092,Energy,Thermal Coal
1561,NTZ,1.07,2.156302,-0.11979166666666669,-0.5577697504032804,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1562,NLS,10.66,2.42633,-0.11458333333333331,0.842510410911772,Consumer Cyclical,Leisure
1563,NVGS,6.82,2.099719,-0.15625,-0.31143309685355575,Energy,Oil & Gas Midstream
1564,NNA,4.33,1.858263,-0.015625,0.8627491738595845,Energy,Oil & Gas Midstream
1565,NM,2.17,2.003921,-0.13020833333333331,0.30442939574321276,Industrials,Marine Shipping
1566,NMM,9.17,2.70196,-0.078125,-0.12354139569986736,Industrials,Marine Shipping
1567,NAV,27.2,2.543417,-0.078125,0.06910140520680423,Industrials,Farm & Heavy Construction Machinery
1568,NCR,16.76,1.686274,-0.036458333333333315,-0.308685158005315,Technology,Information Technology Services
1569,NP,46.57,1.420168,-0.10416666666666669,-0.36310945567973985,Basic Materials,Paper & Paper Products
1570,NNI,55.19,0.522689,-0.09375,-0.1524269055188281,Financial Services,Credit Services
1571,NPTN,9.02,1.540616,0.010416666666666685,0.33551017768213937,Technology,Semiconductors
1572,NSCO,3.78,0.0,-0.11458333333333331,-0.8122244992805826,Industrials,Rental & Leasing Services
1573,NVRO,114.09,0.914845,-0.015625,1.0185217514908607,Healthcare,Medical Devices
1574,HYB,7.74,0.747899,-0.057291666666666685,-0.13904944093747695,Financial Services,Asset Management
1575,NFH,8.27,0.0,-0.08854166666666669,-0.4560643581917006,Healthcare,Medical Care Facilities
1576,GF,15.99,1.338935,0.09375,0.11136048660810748,Financial Services,Asset Management
1577,NWHM,3.31,2.936694,-0.046875,0.1420310244436461,Consumer Cyclical,Residential Construction
1578,IRL,8.14,1.003921,-0.036458333333333315,-0.22316492517980396,Financial Services,Asset Management
1579,NMFC,8.95,1.207282,-0.020833333333333315,-0.3022225213784478,Financial Services,Asset Management
1580,NMFX,24.3,1.207282,-0.07291666666666669,-0.19198668566238627,,
1581,EDU,148.39,1.280672,0.08854166666666669,0.8048021433354605,Consumer Defensive,Education & Training Services
1582,NEWR,67.88,1.178151,-0.005208333333333315,-0.2761924046666001,Technology,Software—Infrastructure
1583,NRZ,6.82,1.764705,-0.041666666666666685,-0.38523669670721605,Real Estate,REIT—Mortgage
1584,SNR,3.16,1.687955,0.078125,-0.012617212370787313,Real Estate,REIT—Residential
1585,NYCB,9.69,0.952941,0.005208333333333315,-0.09281963623307384,Financial Services,Banks—Regional
1586,NYT,43.24,0.909803,0.09375,0.45595130710685694,Communication Services,Publishing
1587,NJR,31.03,0.405042,-0.09895833333333331,-0.48164580542328395,Utilities,Utilities—Regulated Gas
1588,NEU,393.72,0.52661,-0.09375,-0.2833342204405585,Basic Materials,Specialty Chemicals
1589,NEM,61.88,0.344537,0.026041666666666685,0.4051979990582554,Basic Materials,Gold
1590,NR,1.81,3.028571,-0.057291666666666685,-0.9052734289980553,Energy,Oil & Gas Equipment & Services
1591,NEXA,6.16,1.425115,-0.03125,-0.4516703136166819,Basic Materials,Other Industrial Metals & Mining
1592,NREF,14.82,0.0,,,Real Estate,REIT—Diversified
1593,NXRT,33.89,1.047058,-0.036458333333333315,-0.07830779774006841,Real Estate,REIT—Residential
1594,NHF,10.38,0.0,-0.005208333333333315,-0.5384438971230481,Financial Services,Asset Management
1595,NEP,54.95,1.117647,0.041666666666666685,0.16712765754553394,Utilities,Utilities—Renewable
1596,NEE,259.6,0.218487,0.052083333333333315,0.19326831079104542,Utilities,Utilities—Regulated Electric
1597,NEX,2.24,3.540618,-0.10416666666666669,-1.8846225172165159,Energy,Oil & Gas Equipment & Services
1598,NGL,3.66,3.011204,-0.08333333333333331,-0.14732875640748402,Energy,Oil & Gas Refining & Marketing
1599,NLSN,14.63,1.229131,-0.09895833333333331,-0.5717494307656,Industrials,Consulting Services
1600,NKE,97.99,0.805602,-0.015625,0.06084241909502945,Consumer Cyclical,Footwear & Accessories
1601,NINE,1.59,3.368953,-0.16666666666666669,-1.2403051637767715,Energy,Oil & Gas Equipment & Services
1602,NIO,14.98,0.0,-0.015625,1.3288395616132842,Consumer Cyclical,Auto Manufacturers
1603,NI,23.57,0.206162,-0.036458333333333315,-0.2564106625440756,Utilities,Utilities—Regulated Gas
1604,NL,3.08,1.877871,-0.036458333333333315,0.049624740347094624,Industrials,Security & Protection Services
1605,NOAH,34.64,1.40168,0.0,-0.31526679339761593,Financial Services,Asset Management
1606,NE,0.29,2.45042,-0.19270833333333331,-0.6235442708076021,Energy,Oil & Gas Drilling
1607,NOK,4.12,0.42093,-0.15104166666666669,-0.4943600902009208,Technology,Communication Equipment
1608,NOMD,21.13,0.891876,-0.07291666666666669,-0.02500465673076544,Consumer Defensive,Packaged Foods
1609,NMR,4.55,1.152906,-0.046875,0.02463486421383701,Financial Services,Capital Markets
1610,OSB,26.61,2.574329,-0.08333333333333331,0.06300566939047039,Basic Materials,Lumber & Wood Production
1611,NAT,4.4,0.459383,-0.0625,1.0639355972600344,Industrials,Marine Shipping
1612,JWN,15.76,1.368627,-0.09375,-0.9704640379396658,Consumer Cyclical,Department Stores
1613,NSC,170.85,1.369187,-0.0625,-0.03548428498067395,Industrials,Railroads
1614,NOA,5.67,1.381435,-0.09895833333333331,-0.510438592568217,Energy,Oil & Gas Equipment & Services
1615,NRT,3.09,1.347338,-0.13541666666666669,-0.5566774243363448,Energy,Oil & Gas Equipment & Services
1616,NOC,292.0,0.789355,0.03125,-0.03722117373648925,Industrials,Aerospace & Defense
1617,NWN,52.84,0.383753,-0.03125,-0.25761023916334663,Utilities,Utilities—Regulated Gas
1618,NWE,53.32,0.35126,-0.010416666666666685,-0.25446721824905455,Utilities,Utilities—Diversified
1619,NCLH,16.4,2.749019,0.041666666666666685,-0.5265458815176173,Consumer Cyclical,Travel Services
1620,NVS,87.01,0.448837,-0.041666666666666685,-0.08444976310553741,Healthcare,Drug Manufacturers—General
1621,NVO,65.44,0.409883,0.005208333333333315,0.11829364277148842,Healthcare,Biotechnology
1622,DNOW,8.45,1.887394,-0.10416666666666669,-0.3756893878790117,Energy,Oil & Gas Equipment & Services
1623,NRG,32.96,1.045378,0.0,-0.370697161072761,Utilities,Utilities—Independent Power Producers
1624,NUS,43.5,1.193837,-0.07291666666666669,-0.20196599723363662,Consumer Defensive,Household & Personal Products
1625,NUE,40.45,1.444257,-0.13020833333333331,-0.3930535931625263,Basic Materials,Steel
1626,NS,13.45,2.524929,-0.015625,-0.175568677485599,Energy,Oil & Gas Midstream
1627,NSS,0.0,0.0,-0.06770833333333331,-0.09090289642242252,Other,Other
1628,NTR,31.76,0.652011,-0.09895833333333331,-0.5424500231255694,Basic Materials,Agricultural Inputs
1629,NVG,15.64,0.194397,-0.046875,-0.10807759661104485,Financial Services,Asset Management
1630,NUV,10.41,0.159663,-0.052083333333333315,-0.1375736181800944,Financial Services,Asset Management
1631,NUW,15.84,0.0,-0.041666666666666685,-0.1789853050775505,Financial Services,Asset Management
1632,NEA,14.25,0.15182,-0.03125,-0.08040291070527937,Financial Services,Asset Management
1633,NAZ,13.65,0.218487,-0.09375,-0.0813369628330087,Financial Services,Asset Management
1634,NKX,15.13,0.217366,-0.0625,-0.051936791742423674,Financial Services,Asset Management
1635,NCB,14.79,0.118767,-0.09375,-0.26936964620724346,Financial Services,Asset Management
1636,NCA,10.48,0.118207,-0.052083333333333315,-0.11330627020150134,Financial Services,Asset Management
1637,NAC,14.58,0.163025,-0.026041666666666685,-0.08804119961053251,Financial Services,Asset Management
1638,JCE,12.33,0.0,-0.046875,-0.10255566396896663,Financial Services,Asset Management
1639,JCO,8.33,0.0,-0.026041666666666685,-0.15609704117203008,Financial Services,Asset Management
1640,JQC,5.82,0.615126,-0.041666666666666685,-0.22158982960157225,Financial Services,Asset Management
1641,JDD,7.65,1.02689,-0.052083333333333315,-0.269435379623166,Financial Services,Asset Management
1642,DIAX,13.65,1.014005,-0.11979166666666669,-0.31663164898435286,Financial Services,Asset Management
1643,JEMD,7.18,0.0,-0.046875,-0.23422744924324057,,
1644,NEV,14.89,0.0,-0.03125,-0.06580344354118331,Financial Services,Asset Management
1645,JFR,7.82,0.6,-0.11458333333333331,-0.28732752592341326,Financial Services,Asset Management
1646,JRO,7.75,0.637535,-0.057291666666666685,-0.29141476852239373,Financial Services,Asset Management
1647,NKG,12.32,0.07675,-0.010416666666666685,-0.1258778306074893,Financial Services,Asset Management
1648,JGH,13.38,0.0,0.03125,-0.16009475464621536,Financial Services,Asset Management
1649,JHY,9.31,0.0,-0.10416666666666669,-0.3192906791889203,Financial Services,Asset Management
1650,JHAA,9.26,0.0,-0.06770833333333331,-0.2378744624071537,,
1651,JHB,8.98,0.0,-0.09375,-0.22054735100470185,,
1652,NXC,16.28,0.32717,-0.015625,-0.026650954262387602,Financial Services,Asset Management
1653,NXN,12.9999,0.104201,-0.08333333333333331,-0.23343361653125871,Financial Services,Asset Management
1654,NID,13.335,0.107002,-0.078125,-0.18161765296624696,Financial Services,Asset Management
1655,NMY,13.1,0.136134,-0.078125,-0.13324664426894167,Financial Services,Asset Management
1656,NMT,14.29,0.158543,-0.036458333333333315,-0.03885410831239294,Financial Services,Asset Management
1657,NUM,13.86,0.102521,-0.09895833333333331,-0.12985485952853248,Financial Services,Asset Management
1658,NMS,14.49,0.0,-0.046875,-0.05482347753576445,Financial Services,Asset Management
1659,NOM,13.5124,0.197198,-0.026041666666666685,-0.0184761545711909,Financial Services,Asset Management
1660,JLS,19.4,0.0,-0.09895833333333331,-0.34104519887452855,Financial Services,Asset Management
1661,JMM,6.855,0.0,-0.09375,-0.21296595759370954,Other,Other
1662,NHA,9.89,0.0,-0.09895833333333331,-0.2378509604762678,Financial Services,Asset Management
1663,NZF,15.17,0.266666,-0.005208333333333315,-0.08932060323457444,Financial Services,Asset Management
1664,NMCO,13.04,0.0,,,,
1665,NMZ,13.43,0.303081,-0.052083333333333315,-0.04745900774351625,Financial Services,Asset Management
1666,NMI,11.025,-0.082352,-0.052083333333333315,-0.14616874725767606,Financial Services,Asset Management
1667,NJV,12.84,0.096918,-0.07291666666666669,-0.23358419012921397,Financial Services,Asset Management
1668,NXJ,13.48,0.15238,-0.046875,-0.17143931379321334,Financial Services,Asset Management
1669,NRK,13.05,0.143417,-0.0625,-0.12856126935875056,Financial Services,Asset Management
1670,NYV,13.76,0.110364,-0.078125,-0.1685123339425937,Financial Services,Asset Management
1671,NNY,9.9,0.07731,-0.07291666666666669,-0.21641859988726372,Financial Services,Asset Management
1672,NAN,13.63,0.178711,-0.052083333333333315,-0.12956510815042832,Financial Services,Asset Management
1673,NUO,15.1,0.095238,-0.13020833333333331,-0.12212862946024994,Financial Services,Asset Management
1674,NPN,13.8,0.366946,-0.0625,-0.10513025177948591,Financial Services,Asset Management
1675,NQP,13.94,0.138375,-0.07291666666666669,-0.09899514179185245,Financial Services,Asset Management
1676,JPC,8.22,0.731092,-0.015625,-0.07643659385801976,Financial Services,Asset Management
1677,JPS,8.47,0.716526,-0.041666666666666685,-0.027892616393930682,Financial Services,Asset Management
1678,JPT,22.1898,0.0,-0.020833333333333315,-0.06769218112892648,,
1679,JPI,21.49,0.0,0.0,-0.06921533277721206,Financial Services,Asset Management
1680,NAD,14.4,0.1507,-0.08333333333333331,-0.08679573284121836,Financial Services,Asset Management
1681,JRI,11.72,0.0,-0.052083333333333315,-0.21863100708047412,Financial Services,Asset Management
1682,JRS,7.43,1.07731,-0.0625,-0.2017615423104673,Financial Services,Asset Management
1683,BXMX,11.2,0.868907,-0.08333333333333331,-0.22301205864233967,Financial Services,Asset Management
1684,SPXX,13.12,1.064985,-0.13541666666666669,-0.22010240148786941,Financial Services,Asset Management
1685,NIM,10.41,0.166946,-0.078125,-0.1829765643802263,Financial Services,Asset Management
1686,NXP,16.02,0.162464,-0.057291666666666685,-0.12070130933163369,Financial Services,Asset Management
1687,NXQ,15.13,0.111484,-0.08854166666666669,-0.1295773759388063,Financial Services,Asset Management
1688,NXR,16.3989,0.064985,-0.11458333333333331,-0.12298002089982812,Financial Services,Asset Management
1689,NSL,4.66,0.60224,-0.13541666666666669,-0.30794360148266037,Financial Services,Asset Management
1690,JSD,11.63,0.0,-0.06770833333333331,-0.3457889211868276,Financial Services,Asset Management
1691,NBB,22.08,0.0,-0.10416666666666669,-0.07160251258697303,Financial Services,Asset Management
1692,JTD,12.94,1.329411,0.010416666666666685,-0.1414345104245521,Financial Services,Asset Management
1693,JTA,8.16,1.4,-0.046875,-0.30708681437066965,Financial Services,Asset Management
